관측소명 : 부산
관측개시일 : 1956년01월01일
관측소주소 : 부산광역시 중구 남포동 1가
위도 : 북위 35도  5분 47초
경도 : 동경 129도  2분  7초
순번	관측시간		수온(℃)	염분(PSU)	
0	2020/07/31 23:00	19.6	31.18	
1	2020/07/31 22:00	19.6	31.24	
2	2020/07/31 21:00	19.57	31.23	
3	2020/07/31 20:00	19.5	31.2	
4	2020/07/31 19:00	19.65	30.6	
5	2020/07/31 18:00	19.75	29.91	
6	2020/07/31 17:00	20.37	29.29	
7	2020/07/31 16:00	19.76	29.87	
8	2020/07/31 15:00	19.6	30.02	
9	2020/07/31 14:00	19.43	30.05	
10	2020/07/31 13:00	19.39	30.05	
11	2020/07/31 12:00	19.7	29.78	
12	2020/07/31 11:00	19.9	29.45	
13	2020/07/31 10:00	19.86	29.42	
14	2020/07/31 09:00	19.8	29.46	
15	2020/07/31 08:00	19.8	29.46	
16	2020/07/31 07:00	19.8	29.31	
17	2020/07/31 06:00	19.73	28.98	
18	2020/07/31 05:00	19.6	29.6	
19	2020/07/31 04:00	19.55	29.77	
20	2020/07/31 03:00	19.6	29.89	
21	2020/07/31 02:00	19.63	30.06	
22	2020/07/31 01:00	19.71	30.2	
23	2020/07/31 00:00	19.61	30.12	
24	2020/07/30 23:00	19.6	30.09	
25	2020/07/30 22:00	19.54	30.13	
26	2020/07/30 21:00	19.5	30.16	
27	2020/07/30 20:00	19.49	30.09	
28	2020/07/30 19:00	19.45	29.68	
29	2020/07/30 18:00	19.62	29.26	
30	2020/07/30 17:00	19.65	29.19	
31	2020/07/30 16:00	20.01	28.83	
32	2020/07/30 15:00	19.31	29.65	
33	2020/07/30 14:00	19.07	30.1	
34	2020/07/30 13:00	19.33	29.8	
35	2020/07/30 12:00	19.76	29.24	
36	2020/07/30 11:00	19.98	29.11	
37	2020/07/30 10:00	20	29.09	
38	2020/07/30 09:00	19.91	29.15	
39	2020/07/30 08:00	19.85	29.13	
40	2020/07/30 07:00	19.8	29.13	
41	2020/07/30 06:00	19.79	29.07	
42	2020/07/30 05:00	19.77	29.08	
43	2020/07/30 04:00	19.73	29.11	
44	2020/07/30 03:00	19.44	29.49	
45	2020/07/30 02:00	19.38	29.51	
46	2020/07/30 01:00	19.59	29.16	
47	2020/07/30 00:00	19.75	29.12	
48	2020/07/29 23:00	19.88	29.11	
49	2020/07/29 22:00	19.8	29.12	
50	2020/07/29 21:00	19.74	29.11	
51	2020/07/29 20:00	19.61	29.15	
52	2020/07/29 19:00	19.6	29.09	
53	2020/07/29 18:00	19.74	28.61	
54	2020/07/29 17:00	19.61	29.84	
55	2020/07/29 16:00	19.45	29.51	
56	2020/07/29 15:00	19.69	28.19	
57	2020/07/29 14:00	19.31	29.87	
58	2020/07/29 13:00	19.26	29.92	
59	2020/07/29 12:00	19.6	29.79	
60	2020/07/29 11:00	19.8	29.92	
61	2020/07/29 10:00	19.95	30.13	
62	2020/07/29 09:00	20	30.6	
63	2020/07/29 08:00	20	30.68	
64	2020/07/29 07:00	20.09	30.63	
65	2020/07/29 06:00	20.1	30.64	
66	2020/07/29 05:00	20.09	30.62	
67	2020/07/29 04:00	20	30.71	
68	2020/07/29 03:00	20	30.61	
69	2020/07/29 02:00	19.9	30.38	
70	2020/07/29 01:00	19.83	30.14	
71	2020/07/29 00:00	19.8	30.03	
72	2020/07/28 23:00	19.7	30.17	
73	2020/07/28 22:00	19.58	30.32	
74	2020/07/28 21:00	19.5	30.24	
75	2020/07/28 20:00	19.41	30.24	
76	2020/07/28 19:00	19.15	30.5	
77	2020/07/28 18:00	19	30.68	
78	2020/07/28 17:00	19.13	30.57	
79	2020/07/28 16:00	19.29	29.74	
80	2020/07/28 15:00	19.39	28.97	
81	2020/07/28 14:00	19.74	27.61	
82	2020/07/28 13:00	20.26	25.71	
83	2020/07/28 12:00	19.85	27.45	
84	2020/07/28 11:00	19.8	27.56	
85	2020/07/28 10:00	19.79	27.71	
86	2020/07/28 09:00	19.78	27.66	
87	2020/07/28 08:00	19.84	27.18	
88	2020/07/28 07:00	19.92	27.15	
89	2020/07/28 06:00	20	27.1	
90	2020/07/28 05:00	20	27.11	
91	2020/07/28 04:00	19.87	27.4	
92	2020/07/28 03:00	19.41	28.9	
93	2020/07/28 02:00	19.36	29.3	
94	2020/07/28 01:00	19.72	28.3	
95	2020/07/28 00:00	20.22	26.9	
96	2020/07/27 23:00	20.29	26.86	
97	2020/07/27 22:00	20.19	27.07	
98	2020/07/27 21:00	20.15	27.19	
99	2020/07/27 20:00	20.2	27.06	
100	2020/07/27 19:00	20.25	27.02	
101	2020/07/27 18:00	20.3	26.99	
102	2020/07/27 17:00	20.4	27	
103	2020/07/27 16:00	20.23	27.75	
104	2020/07/27 15:00	19.69	29.21	
105	2020/07/27 14:00	19.34	29.89	
106	2020/07/27 13:00	19.2	29.91	
107	2020/07/27 12:00	19.62	29.01	
108	2020/07/27 11:00	19.8	28.53	
109	2020/07/27 10:00	19.52	29.1	
110	2020/07/27 09:00	19.6	28.79	
111	2020/07/27 08:00	19.53	28.48	
112	2020/07/27 07:00	19.5	28.36	
113	2020/07/27 06:00	19.58	28.33	
114	2020/07/27 05:00	19.73	28.34	
115	2020/07/27 04:00	19.85	28.33	
116	2020/07/27 03:00	19.77	28.83	
117	2020/07/27 02:00	19.62	29.46	
118	2020/07/27 01:00	19.34	29.71	
119	2020/07/27 00:00	19.42	29.65	
120	2020/07/26 23:00	20.27	27.94	
121	2020/07/26 22:00	20.29	27.82	
122	2020/07/26 21:00	20.3	27.85	
123	2020/07/26 20:00	20.46	27.82	
124	2020/07/26 19:00	20.6	27.67	
125	2020/07/26 18:00	20.57	27.68	
126	2020/07/26 17:00	20.5	27.72	
127	2020/07/26 16:00	20.53	27.7	
128	2020/07/26 15:00	19.97	28.71	
129	2020/07/26 14:00	19.67	29.5	
130	2020/07/26 13:00	19.27	29.69	
131	2020/07/26 12:00	18.97	29.99	
132	2020/07/26 11:00	19.67	28.01	
133	2020/07/26 10:00	20.03	26.89	
134	2020/07/26 09:00	19.98	26.96	
135	2020/07/26 08:00	19.85	27.27	
136	2020/07/26 07:00	19.58	27.88	
137	2020/07/26 06:00	19.5	28.15	
138	2020/07/26 05:00	19.5	28.15	
139	2020/07/26 04:00	19.58	28.11	
140	2020/07/26 03:00	19.6	28.25	
141	2020/07/26 02:00	19.52	28.81	
142	2020/07/26 01:00	19.76	28.27	
143	2020/07/26 00:00	19.43	29.36	
144	2020/07/25 23:00	19.62	29.2	
145	2020/07/25 22:00	19.62	29.09	
146	2020/07/25 21:00	20.18	25.98	
147	2020/07/25 20:00	20.27	26.32	
148	2020/07/25 19:00	20.47	26.16	
149	2020/07/25 18:00	20.6	25.64	
150	2020/07/25 17:00	20.6	25.61	
151	2020/07/25 16:00	20.53	25.76	
152	2020/07/25 15:00	20.3	26.49	
153	2020/07/25 14:00	20.01	28.02	
154	2020/07/25 13:00	19.66	29.64	
155	2020/07/25 12:00	20.19	28.42	
156	2020/07/25 11:00	20.18	28.71	
157	2020/07/25 10:00	20.26	28.4	
158	2020/07/25 09:00	20.25	28.14	
159	2020/07/25 08:00	20.2	28.62	
160	2020/07/25 07:00	20.2	28.85	
161	2020/07/25 06:00	20.12	29.32	
162	2020/07/25 05:00	20.2	29.2	
163	2020/07/25 04:00	20.15	29.41	
164	2020/07/25 03:00	19.97	29.62	
165	2020/07/25 02:00	19.75	29.99	
166	2020/07/25 01:00	19.43	30.43	
167	2020/07/25 00:00	19.64	29.92	
168	2020/07/24 23:00	20.08	28.95	
169	2020/07/24 22:00	20.22	28.45	
170	2020/07/24 21:00	20.32	28.39	
171	2020/07/24 20:00	20.25	28.88	
172	2020/07/24 19:00	20.23	28.94	
173	2020/07/24 18:00	20.37	29.15	
174	2020/07/24 17:00	20.49	29.44	
175	2020/07/24 16:00	20.32	29.68	
176	2020/07/24 15:00	20.3	29.67	
177	2020/07/24 14:00	20.3	29.57	
178	2020/07/24 13:00	20.3	29.75	
179	2020/07/24 12:00	20.3	29.58	
180	2020/07/24 11:00	20.14	28.72	
181	2020/07/24 10:00	20.04	27.89	
182	2020/07/24 09:00	20.01	28.12	
183	2020/07/24 08:00	20.15	27.12	
184	2020/07/24 07:00	20.1	26.88	
185	2020/07/24 06:00	20.04	26.93	
186	2020/07/24 05:00	19.89	27.47	
187	2020/07/24 04:00	19.62	28.48	
188	2020/07/24 03:00	19.67	28.44	
189	2020/07/24 02:00	19.68	28.53	
190	2020/07/24 01:00	19.73	28.37	
191	2020/07/24 00:00	19.88	27.63	
192	2020/07/23 23:00	20.23	26.2	
193	2020/07/23 22:00	20.5	25.44	
194	2020/07/23 21:00	20.03	29.55	
195	2020/07/23 20:00	19.9	29.75	
196	2020/07/23 19:00	20.14	29.55	
197	2020/07/23 18:00	20.21	29.5	
198	2020/07/23 17:00	20.38	29.39	
199	2020/07/23 16:00	20.55	29.39	
200	2020/07/23 15:00	20.6	29.39	
201	2020/07/23 14:00	20.5	29.49	
202	2020/07/23 13:00	20.27	29.91	
203	2020/07/23 12:00	20.26	29.95	
204	2020/07/23 11:00	20.41	29.45	
205	2020/07/23 10:00	20.18	29.25	
206	2020/07/23 09:00	19.85	29.64	
207	2020/07/23 08:00	19.51	30.62	
208	2020/07/23 07:00	19.5	31.13	
209	2020/07/23 06:00	19.05	31.6	
210	2020/07/23 05:00	18.9	31.67	
211	2020/07/23 04:00	18.9	31.6	
212	2020/07/23 03:00	18.94	31.62	
213	2020/07/23 02:00	19.08	31.58	
214	2020/07/23 01:00	19.18	31.61	
215	2020/07/23 00:00	19.2	31.54	
216	2020/07/22 23:00	19.48	31.29	
217	2020/07/22 22:00	20.04	30.45	
218	2020/07/22 21:00	20.02	30.65	
219	2020/07/22 20:00	20.26	30.12	
220	2020/07/22 19:00	20.21	30.05	
221	2020/07/22 18:00	20.21	30.05	
222	2020/07/22 17:00	20.41	29.95	
223	2020/07/22 16:00	20.7	29.91	
224	2020/07/22 15:00	20.75	29.92	
225	2020/07/22 14:00	20.69	29.96	
226	2020/07/22 13:00	20.54	30.06	
227	2020/07/22 12:00	20.45	30.13	
228	2020/07/22 11:00	20.28	30.09	
229	2020/07/22 10:00	20.17	30.38	
230	2020/07/22 09:00	20.09	30.67	
231	2020/07/22 08:00	19.59	31.18	
232	2020/07/22 07:00	20.43	30.87	
233	2020/07/22 06:00	20.26	31.2	
234	2020/07/22 05:00	19.98	31.35	
235	2020/07/22 04:00	19.44	31.73	
236	2020/07/22 03:00	18.93	31.91	
237	2020/07/22 02:00	18.82	31.98	
238	2020/07/22 01:00	18.71	32.06	
239	2020/07/22 00:00	18.71	32.06	
240	2020/07/21 23:00	19.19	31.88	
241	2020/07/21 22:00	20.47	31.03	
242	2020/07/21 21:00	20.66	31.03	
243	2020/07/21 20:00	20.53	31.18	
244	2020/07/21 19:00	20.68	30.93	
245	2020/07/21 18:00	20.28	31.3	
246	2020/07/21 17:00	20.41	31.27	
247	2020/07/21 16:00	20.76	30.44	
248	2020/07/21 15:00	21.02	30.01	
249	2020/07/21 14:00	21.1	29.98	
250	2020/07/21 13:00	21.1	30.05	
251	2020/07/21 12:00	21.1	30.06	
252	2020/07/21 11:00	21.1	30.01	
253	2020/07/21 10:00	21.04	30.01	
254	2020/07/21 09:00	20.88	30.45	
255	2020/07/21 08:00	20.8	30.59	
256	2020/07/21 07:00	20.85	30.07	
257	2020/07/21 06:00	20.55	31.22	
258	2020/07/21 05:00	20.44	31.4	
259	2020/07/21 04:00	20.32	31.49	
260	2020/07/21 03:00	20.14	31.63	
261	2020/07/21 02:00	20.03	31.71	
262	2020/07/21 01:00	20.15	31.62	
263	2020/07/21 00:00	20.2	31.62	
264	2020/07/20 23:00	20.27	31.68	
265	2020/07/20 22:00	20.83	31.36	
266	2020/07/20 21:00	21.79	30.5	
267	2020/07/20 20:00	21.86	30.56	
268	2020/07/20 19:00	21.69	30.77	
269	2020/07/20 18:00	21.74	30.6	
270	2020/07/20 17:00	21.5	31.09	
271	2020/07/20 16:00	21.59	30.87	
272	2020/07/20 15:00	21.92	30.33	
273	2020/07/20 14:00	22	30.18	
274	2020/07/20 13:00	22	30.13	
275	2020/07/20 12:00	21.99	30.14	
276	2020/07/20 11:00	21.9	30.19	
277	2020/07/20 10:00	21.9	30.14	
278	2020/07/20 09:00	21.81	30.36	
279	2020/07/20 08:00	21.73	30.79	
280	2020/07/20 07:00	21.65	31.08	
281	2020/07/20 06:00	21.56	31.3	
282	2020/07/20 05:00	21.46	31.36	
283	2020/07/20 04:00	21.4	31.42	
284	2020/07/20 03:00	21.3	31.41	
285	2020/07/20 02:00	21.2	31.47	
286	2020/07/20 01:00	21.19	31.49	
287	2020/07/20 00:00	21.25	31.47	
288	2020/07/19 23:00	21.38	31.47	
289	2020/07/19 22:00	21.49	31.41	
290	2020/07/19 21:00	21.41	31.1	
291	2020/07/19 20:00	21.16	30.69	
292	2020/07/19 19:00	21.1	30.7	
293	2020/07/19 18:00	21.09	30.75	
294	2020/07/19 17:00	21.03	30.96	
295	2020/07/19 16:00	21.04	31	
296	2020/07/19 15:00	21.21	30.99	
297	2020/07/19 14:00	21.42	31.06	
298	2020/07/19 13:00	21.5	31.17	
299	2020/07/19 12:00	21.56	31.48	
300	2020/07/19 11:00	21.53	31.6	
301	2020/07/19 10:00	21.45	31.56	
302	2020/07/19 09:00	21.32	31.41	
303	2020/07/19 08:00	21.2	31.32	
304	2020/07/19 07:00	21.2	31.31	
305	2020/07/19 06:00	21.14	30.97	
306	2020/07/19 05:00	21.1	30.78	
307	2020/07/19 04:00	21.12	30.91	
308	2020/07/19 03:00	21.2	30.97	
309	2020/07/19 02:00	21.2	31.12	
310	2020/07/19 01:00	21.2	31.14	
311	2020/07/19 00:00	21.21	31.17	
312	2020/07/18 23:00	21.27	31.23	
313	2020/07/18 22:00	21.3	31.18	
314	2020/07/18 21:00	21.33	30.99	
315	2020/07/18 20:00	21.03	30.42	
316	2020/07/18 19:00	20.91	30.31	
317	2020/07/18 18:00	20.92	30.26	
318	2020/07/18 17:00	20.79	30.35	
319	2020/07/18 16:00	20.5	30.58	
320	2020/07/18 15:00	20.66	30.63	
321	2020/07/18 14:00	21.03	30.69	
322	2020/07/18 13:00	21.17	30.83	
323	2020/07/18 12:00	21.2	30.88	
324	2020/07/18 11:00	21.2	31.16	
325	2020/07/18 10:00	21.19	31.16	
326	2020/07/18 09:00	21.1	31.16	
327	2020/07/18 08:00	21.1	30.98	
328	2020/07/18 07:00	21.1	30.85	
329	2020/07/18 06:00	20.85	30.26	
330	2020/07/18 05:00	20.86	30.18	
331	2020/07/18 04:00	20.9	30.22	
332	2020/07/18 03:00	20.96	30.44	
333	2020/07/18 02:00	21.1	30.7	
334	2020/07/18 01:00	21.11	30.91	
335	2020/07/18 00:00	21.1	30.92	
336	2020/07/17 23:00	21.14	30.89	
337	2020/07/17 22:00	21.2	30.85	
338	2020/07/17 21:00	21.2	30.78	
339	2020/07/17 20:00	21.04	30.01	
340	2020/07/17 19:00	20.7	29.48	
341	2020/07/17 18:00	20.77	29.42	
342	2020/07/17 17:00	20.84	29.32	
343	2020/07/17 16:00	20.45	29.83	
344	2020/07/17 15:00	20.12	30.36	
345	2020/07/17 14:00	20.22	30.39	
346	2020/07/17 13:00	20.56	30.46	
347	2020/07/17 12:00	20.8	30.53	
348	2020/07/17 11:00	20.86	30.74	
349	2020/07/17 10:00	20.84	30.88	
350	2020/07/17 09:00	20.78	30.72	
351	2020/07/17 08:00	20.7	30.66	
352	2020/07/17 07:00	20.68	30.49	
353	2020/07/17 06:00	20.34	29.81	
354	2020/07/17 05:00	20.28	29.57	
355	2020/07/17 04:00	20.48	29.99	
356	2020/07/17 03:00	20.54	30.17	
357	2020/07/17 02:00	20.68	30.42	
358	2020/07/17 01:00	20.74	30.73	
359	2020/07/17 00:00	20.75	30.93	
360	2020/07/16 23:00	20.7	30.82	
361	2020/07/16 22:00	20.7	30.8	
362	2020/07/16 21:00	20.7	30.74	
363	2020/07/16 20:00	20.7	30.71	
364	2020/07/16 19:00	20.48	30.42	
365	2020/07/16 18:00	20.17	29.89	
366	2020/07/16 17:00	20.13	29.89	
367	2020/07/16 16:00	20.18	29.5	
368	2020/07/16 15:00	19.85	29.89	
369	2020/07/16 14:00	19.65	30.13	
370	2020/07/16 13:00	19.66	30.16	
371	2020/07/16 12:00	19.88	30.16	
372	2020/07/16 11:00	20.16	30.33	
373	2020/07/16 10:00	20.23	30.45	
374	2020/07/16 09:00	20.2	30.44	
375	2020/07/16 08:00	20.13	30.38	
376	2020/07/16 07:00	20.1	30.33	
377	2020/07/16 06:00	20	30.08	
378	2020/07/16 05:00	19.88	30.38	
379	2020/07/16 04:00	19.8	30.28	
380	2020/07/16 03:00	19.84	30.28	
381	2020/07/16 02:00	19.97	30.36	
382	2020/07/16 01:00	20.1	30.37	
383	2020/07/16 00:00	20.06	30.44	
384	2020/07/15 23:00	19.92	30.4	
385	2020/07/15 22:00	19.8	30.25	
386	2020/07/15 21:00	19.74	30.2	
387	2020/07/15 20:00	19.68	30.2	
388	2020/07/15 19:00	19.6	30.1	
389	2020/07/15 18:00	19.63	29.7	
390	2020/07/15 17:00	19.62	29.16	
391	2020/07/15 16:00	19.66	28.68	
392	2020/07/15 15:00	19.79	28.18	
393	2020/07/15 14:00	19.47	29.89	
394	2020/07/15 13:00	19.39	30.23	
395	2020/07/15 12:00	19.53	30.24	
396	2020/07/15 11:00	19.75	30.36	
397	2020/07/15 10:00	19.88	30.72	
398	2020/07/15 09:00	19.93	31.01	
399	2020/07/15 08:00	19.9	30.99	
400	2020/07/15 07:00	19.82	30.97	
401	2020/07/15 06:00	19.8	30.9	
402	2020/07/15 05:00	19.8	30.79	
403	2020/07/15 04:00	19.8	30.76	
404	2020/07/15 03:00	19.71	30.01	
405	2020/07/15 02:00	19.65	29.94	
406	2020/07/15 01:00	19.68	30.3	
407	2020/07/15 00:00	19.7	30.59	
408	2020/07/14 23:00	19.7	30.71	
409	2020/07/14 22:00	19.73	30.61	
410	2020/07/14 21:00	19.64	30.44	
411	2020/07/14 20:00	19.6	30.25	
412	2020/07/14 19:00	19.6	30.25	
413	2020/07/14 18:00	19.5	30.17	
414	2020/07/14 17:00	19.5	29.22	
415	2020/07/14 16:00	19.44	28.88	
416	2020/07/14 15:00	19.45	28.03	
417	2020/07/14 14:00	19.62	26.23	
418	2020/07/14 13:00	19.56	26.36	
419	2020/07/14 12:00	19.4	29.55	
420	2020/07/14 11:00	19.4	29.59	
421	2020/07/14 10:00	19.39	29.85	
422	2020/07/14 09:00	19.31	29.82	
423	2020/07/14 08:00	19.3	29.74	
424	2020/07/14 07:00	19.3	29.74	
425	2020/07/14 06:00	19.3	29.74	
426	2020/07/14 05:00	19.3	29.79	
427	2020/07/14 04:00	19.3	29.79	
428	2020/07/14 03:00	19.23	29.97	
429	2020/07/14 02:00	19.13	30.2	
430	2020/07/14 01:00	19.1	30.33	
431	2020/07/14 00:00	19.12	30.91	
432	2020/07/13 23:00	19.38	-	
433	2020/07/13 22:00	19.4	-	
434	2020/07/13 21:00	19.4	-	
435	2020/07/13 20:00	19.4	-	
436	2020/07/13 19:00	19.4	-	
437	2020/07/13 18:00	19.47	-	
438	2020/07/13 17:00	19.49	-	
439	2020/07/13 16:00	19.43	26.43	
440	2020/07/13 15:00	19.44	25.81	
441	2020/07/13 14:00	19.33	26.79	
442	2020/07/13 13:00	19.38	26.71	
443	2020/07/13 12:00	19.48	26.35	
444	2020/07/13 11:00	19.33	28.77	
445	2020/07/13 10:00	19.36	28.92	
446	2020/07/13 09:00	19.4	28.86	
447	2020/07/13 08:00	19.3	29	
448	2020/07/13 07:00	19.3	29.62	
449	2020/07/13 06:00	19.33	30.36	
450	2020/07/13 05:00	19.46	30.54	
451	2020/07/13 04:00	19.5	30.57	
452	2020/07/13 03:00	19.5	30.42	
453	2020/07/13 02:00	19.5	30.65	
454	2020/07/13 01:00	19.46	30.25	
455	2020/07/13 00:00	19.5	29.08	
456	2020/07/12 23:00	19.48	30.43	
457	2020/07/12 22:00	19.5	30.87	
458	2020/07/12 21:00	19.5	31.17	
459	2020/07/12 20:00	19.5	31.42	
460	2020/07/12 19:00	19.49	31.74	
461	2020/07/12 18:00	19.5	31.94	
462	2020/07/12 17:00	19.5	31.95	
463	2020/07/12 16:00	19.56	31.91	
464	2020/07/12 15:00	19.6	31.88	
465	2020/07/12 14:00	19.6	31.85	
466	2020/07/12 13:00	19.6	31.66	
467	2020/07/12 12:00	19.6	31.2	
468	2020/07/12 11:00	19.6	31.06	
469	2020/07/12 10:00	19.56	31.14	
470	2020/07/12 09:00	19.49	31.51	
471	2020/07/12 08:00	19.4	31.51	
472	2020/07/12 07:00	19.4	31.29	
473	2020/07/12 06:00	19.4	31.29	
474	2020/07/12 05:00	19.35	31.33	
475	2020/07/12 04:00	19.43	31.27	
476	2020/07/12 03:00	19.5	31.3	
477	2020/07/12 02:00	19.54	31.21	
478	2020/07/12 01:00	19.53	31.15	
479	2020/07/12 00:00	19.51	30.91	
480	2020/07/11 23:00	19.63	30.03	
481	2020/07/11 22:00	19.65	30.37	
482	2020/07/11 21:00	19.42	31.05	
483	2020/07/11 20:00	19.59	31.11	
484	2020/07/11 19:00	19.79	31.13	
485	2020/07/11 18:00	19.79	31.19	
486	2020/07/11 17:00	19.65	31.59	
487	2020/07/11 16:00	19.6	31.63	
488	2020/07/11 15:00	19.6	31.63	
489	2020/07/11 14:00	19.6	31.54	
490	2020/07/11 13:00	19.6	31.46	
491	2020/07/11 12:00	19.55	31.42	
492	2020/07/11 11:00	19.5	31.38	
493	2020/07/11 10:00	19.4	31.12	
494	2020/07/11 09:00	19.3	31.06	
495	2020/07/11 08:00	19.2	31.15	
496	2020/07/11 07:00	19.01	31.58	
497	2020/07/11 06:00	19	31.68	
498	2020/07/11 05:00	19	31.44	
499	2020/07/11 04:00	19	31.43	
500	2020/07/11 03:00	19.09	31.36	
501	2020/07/11 02:00	19.11	31.35	
502	2020/07/11 01:00	19.32	30.74	
503	2020/07/11 00:00	19.29	30.47	
504	2020/07/10 23:00	19.31	29.64	
505	2020/07/10 22:00	19.38	28.99	
506	2020/07/10 21:00	19.9	26.18	
507	2020/07/10 20:00	19.44	29.41	
508	2020/07/10 19:00	19.49	29.58	
509	2020/07/10 18:00	19.54	28.64	
510	2020/07/10 17:00	19.56	28.03	
511	2020/07/10 16:00	19.6	26.5	
512	2020/07/10 15:00	19.65	26.02	
513	2020/07/10 14:00	19.65	26.59	
514	2020/07/10 13:00	19.48	28.33	
515	2020/07/10 12:00	19.25	30.24	
516	2020/07/10 11:00	19.07	31.02	
517	2020/07/10 10:00	18.87	31.64	
518	2020/07/10 09:00	18.7	32.3	
519	2020/07/10 08:00	18.54	33.12	
520	2020/07/10 07:00	18.42	33.21	
521	2020/07/10 06:00	18.38	33.16	
522	2020/07/10 05:00	18.3	33.22	
523	2020/07/10 04:00	18.38	33.22	
524	2020/07/10 03:00	18.47	33.18	
525	2020/07/10 02:00	18.5	33.2	
526	2020/07/10 01:00	18.65	33.11	
527	2020/07/10 00:00	19.03	32.77	
528	2020/07/09 23:00	19.1	32.79	
529	2020/07/09 22:00	19.2	32.88	
530	2020/07/09 21:00	19.17	32.79	
531	2020/07/09 20:00	18.97	32.76	
532	2020/07/09 19:00	18.98	32.81	
533	2020/07/09 18:00	19.18	32.63	
534	2020/07/09 17:00	19.3	32.52	
535	2020/07/09 16:00	19.28	32.53	
536	2020/07/09 15:00	19.2	32.59	
537	2020/07/09 14:00	19.13	32.65	
538	2020/07/09 13:00	19.1	32.67	
539	2020/07/09 12:00	18.92	32.81	
540	2020/07/09 11:00	18.46	33.18	
541	2020/07/09 10:00	18.11	33.37	
542	2020/07/09 09:00	18.35	33.21	
543	2020/07/09 08:00	18.62	33.13	
544	2020/07/09 07:00	18.56	33.15	
545	2020/07/09 06:00	18.36	33.14	
546	2020/07/09 05:00	18.32	32.96	
547	2020/07/09 04:00	18.48	32.95	
548	2020/07/09 03:00	18.68	32.98	
549	2020/07/09 02:00	18.86	32.98	
550	2020/07/09 01:00	19	33	
551	2020/07/09 00:00	19.71	32.59	
552	2020/07/08 23:00	19.59	32.7	
553	2020/07/08 22:00	19	33.11	
554	2020/07/08 21:00	18.92	33.14	
555	2020/07/08 20:00	18.77	33.25	
556	2020/07/08 19:00	18.74	33.27	
557	2020/07/08 18:00	18.87	33.29	
558	2020/07/08 17:00	18.9	33.33	
559	2020/07/08 16:00	18.83	33.38	
560	2020/07/08 15:00	18.74	33.38	
561	2020/07/08 14:00	18.65	33.39	
562	2020/07/08 13:00	18.6	33.36	
563	2020/07/08 12:00	18.53	33.38	
564	2020/07/08 11:00	18.5	33.36	
565	2020/07/08 10:00	18.57	33.24	
566	2020/07/08 09:00	18.69	33.14	
567	2020/07/08 08:00	18.74	32.96	
568	2020/07/08 07:00	18.69	33	
569	2020/07/08 06:00	18.6	33.07	
570	2020/07/08 05:00	18.66	32.89	
571	2020/07/08 04:00	18.82	32.76	
572	2020/07/08 03:00	19.04	32.76	
573	2020/07/08 02:00	19.25	32.78	
574	2020/07/08 01:00	19.37	32.76	
575	2020/07/08 00:00	19.57	32.7	
576	2020/07/07 23:00	19.63	32.59	
577	2020/07/07 22:00	19.17	32.74	
578	2020/07/07 21:00	18.76	32.82	
579	2020/07/07 20:00	18.63	32.8	
580	2020/07/07 19:00	18.44	32.96	
581	2020/07/07 18:00	18.61	32.98	
582	2020/07/07 17:00	18.84	32.89	
583	2020/07/07 16:00	19.36	32.77	
584	2020/07/07 15:00	19.6	32.74	
585	2020/07/07 14:00	19.53	32.74	
586	2020/07/07 13:00	19.43	32.82	
587	2020/07/07 12:00	19.29	32.82	
588	2020/07/07 11:00	19.15	32.87	
589	2020/07/07 10:00	18.98	32.83	
590	2020/07/07 09:00	18.84	32.87	
591	2020/07/07 08:00	18.8	32.88	
592	2020/07/07 07:00	18.62	32.99	
593	2020/07/07 06:00	18.61	33	
594	2020/07/07 05:00	18.87	32.85	
595	2020/07/07 04:00	18.9	32.83	
596	2020/07/07 03:00	18.9	32.83	
597	2020/07/07 02:00	18.9	32.9	
598	2020/07/07 01:00	18.9	32.91	
599	2020/07/07 00:00	19.01	32.84	
600	2020/07/06 23:00	19.46	32.62	
601	2020/07/06 22:00	19.28	32.68	
602	2020/07/06 21:00	18.74	32.97	
603	2020/07/06 20:00	18.67	33.01	
604	2020/07/06 19:00	18.6	33.07	
605	2020/07/06 18:00	18.66	33.02	
606	2020/07/06 17:00	18.66	33.03	
607	2020/07/06 16:00	18.6	33.07	
608	2020/07/06 15:00	18.73	33.04	
609	2020/07/06 14:00	18.87	33.1	
610	2020/07/06 13:00	18.87	33.1	
611	2020/07/06 12:00	18.72	33.09	
612	2020/07/06 11:00	18.65	33.07	
613	2020/07/06 10:00	18.52	33.04	
614	2020/07/06 09:00	18.4	33.06	
615	2020/07/06 08:00	18.4	33.06	
616	2020/07/06 07:00	18.44	33.04	
617	2020/07/06 06:00	18.34	33.03	
618	2020/07/06 05:00	18.4	33.06	
619	2020/07/06 04:00	18.38	33.08	
620	2020/07/06 03:00	18.3	33.14	
621	2020/07/06 02:00	18.3	33.14	
622	2020/07/06 01:00	18.3	33.14	
623	2020/07/06 00:00	18.38	33.08	
624	2020/07/05 23:00	18.57	33.01	
625	2020/07/05 22:00	18.94	32.69	
626	2020/07/05 21:00	18.42	32.84	
627	2020/07/05 20:00	18.21	32.96	
628	2020/07/05 19:00	18.3	32.93	
629	2020/07/05 18:00	18.21	32.87	
630	2020/07/05 17:00	18.18	32.96	
631	2020/07/05 16:00	18.46	32.78	
632	2020/07/05 15:00	18.9	32.65	
633	2020/07/05 14:00	19.17	32.66	
